SK0101,46432
SK0102,125001
SK0103,76694
SK0104,105154
SK0105,122296
SK0106,78809
SK0107,69623
SK0108,99705
SK0211,125238
SK0212,95027
SK0213,43769
SK0214,62662
SK0215,59347
SK0216,47313
SK0217,131940
SK0221,35658
SK0222,57511
SK0223,25363
SK0224,61512
SK0225,44179
SK0226,61211
SK0227,130616
SK0228,44133
SK0229,113516
SK0231,100212
SK0232,109588
SK0233,164580
SK0234,137001
SK0235,50972
SK0236,70313
SK0237,40881
SK0311,31163
SK0312,87969
SK0313,38937
SK0314,32654
SK0315,71685
SK0316,93816
SK0317,63563
SK0318,57036
SK0319,15848
SK031A,35802
SK031B,161052
SK0321,108120
SK0322,15551
SK0323,58965
SK0324,30854
SK0325,21366
SK0326,69788
SK0327,20427
SK0328,38242
SK0329,80359
SK032A,41605
SK032B,66294
SK032C,24991
SK032D,44424
SK0411,75786
SK0412,59535
SK0413,74232
SK0414,33127
SK0415,10870
SK0416,102469
SK0417,173187
SK0418,60607
SK0419,34655
SK041A,52867
SK041B,19744
SK041C,31397
SK041D,79181
SK0421,31668
SK0422,63904
SK0423,79034
SK0424,27924
SK0425,56596
SK0426,129237
SK0427,108520
SK0428,58995
SK0429,22377
SK042A,98656
SK042B,103377
