SK0101,28456
SK0102,72288
SK0103,43309
SK0104,61337
SK0105,70418
SK0106,44047
SK0107,40983
SK0108,58655
SK0211,61713
SK0212,50733
SK0213,25357
SK0214,35930
SK0215,32744
SK0216,24993
SK0217,77557
SK0221,20901
SK0222,33774
SK0223,15008
SK0224,35485
SK0225,25136
SK0226,36010
SK0227,74439
SK0228,26374
SK0229,67651
SK0231,45614
SK0232,56123
SK0233,94663
SK0234,70960
SK0235,25824
SK0236,41492
SK0237,24317
SK0311,18353
SK0312,49560
SK0313,22045
SK0314,19390
SK0315,42453
SK0316,54376
SK0317,33476
SK0318,32859
SK0319,9688
SK031A,20612
SK031B,94660
SK0321,62387
SK0322,8983
SK0323,31217
SK0324,17953
SK0325,11968
SK0326,30606
SK0327,10427
SK0328,15400
SK0329,32463
SK032A,20003
SK032B,37020
SK032C,14291
SK032D,24841
SK0411,39218
SK0412,30288
SK0413,33707
SK0414,16218
SK0415,5336
SK0416,55629
SK0417,89905
SK0418,29703
SK0419,17246
SK041A,25136
SK041B,10060
SK041C,16133
SK041D,39151
SK0421,13653
SK0422,33408
SK0423,38156
SK0424,13892
SK0425,30394
SK0426,62255
SK0427,47677
SK0428,25547
SK0429,11005
SK042A,44142
SK042B,43484
